id,country_id,name,ori_name,code,lat,lng,modified
361,175,Ondo,Ondo,ON,6.910540,5.147900,2024-01-15 12:00:00
362,175,Osun,Osun,OS,7.562970,4.520200,2024-01-15 12:00:00
363,175,Oyo,Oyo,OY,8.153820,3.598100,2024-01-15 12:00:00
364,175,Plateau,Plateau,PL,9.218450,9.517800,2024-01-15 12:00:00
365,175,Rivers,Rivers,RI,4.815540,6.916400,2024-01-15 12:00:00
366,175,Sokoto,Sokoto,SO,13.061000,5.242100,2024-01-15 12:00:00
367,175,Taraba,Taraba,TA,7.997290,10.775300,2024-01-15 12:00:00
368,175,Yobe,Yobe,YO,12.294130,11.439000,2024-01-15 12:00:00
369,175,Zamfara,Zamfara,ZA,12.171420,6.220700,2024-01-15 12:00:00
370,175,Federal Capital Territory,Federal Capital Territory,FC,9.076480,7.398570,2024-01-15 12:00:00
371,8,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,ARA,45.447715,4.385145,2024-01-15 12:00:00
372,8,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,BFC,47.280318,4.999763,2024-01-15 12:00:00
373,8,Brittany,Bretagne,BRE,48.202047,-2.932644,2024-01-15 12:00:00
374,8,Centre-Val de Loire,Centre-Val de Loire,CVL,47.751076,1.675040,2024-01-15 12:00:00
375,8,Corsica,Corse,COR,42.039604,9.012893,2024-01-15 12:00:00
376,8,Grand Est,Grand Est,GES,48.699803,6.187190,2024-01-15 12:00:00
377,8,Hauts-de-France,Hauts-de-France,HDF,50.482420,2.891830,2024-01-15 12:00:00
378,8,Île-de-France,Île-de-France,IDF,48.849340,2.637490,2024-01-15 12:00:00
379,8,Normandy,Normandie,NOR,48.879420,0.174190,2024-01-15 12:00:00
380,8,Nouvelle-Aquitaine,Nouvelle-Aquitaine,NAQ,45.704982,0.633950,2024-01-15 12:00:00
381,8,Occitanie,Occitanie,OCC,43.892850,3.282240,2024-01-15 12:00:00
382,8,Pays de la Loire,Pays de la Loire,PDL,47.763380,-0.329960,2024-01-15 12:00:00
383,8,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,PAC,43.935100,6.068320,2024-01-15 12:00:00
384,8,Guadeloupe,Guadeloupe,GP,16.265000,-61.551000,2024-01-15 12:00:00
385,8,Martinique,Martinique,MQ,14.641528,-61.024174,2024-01-15 12:00:00
386,8,French Guiana,Guyane,GF,3.933889,-53.125782,2024-01-15 12:00:00
387,8,Réunion,Réunion,RE,-21.115141,55.536385,2024-01-15 12:00:00
388,8,Mayotte,Mayotte,YT,-12.827500,45.166244,2024-01-15 12:00:00
